stream,request_frame,request_ts,branch,response_frame,response_len,entropy,sha256,first16,last16,sum_mod256,xor_all
2755,30254,1715376241.298058,13,30256,2120,7.897106,f6a48db27c114855e61cc712f09a05515c91cc27b48d6a19b07172f6b0ca39c7,419ff340bffe730ac66aae11754bf12d,6721db17aca722c3b123b6ce7a24857b,227,127
2758,30288,1715376423.371795,13,30290,1713,7.88407,28836346c40ddc7d295ea36f1afc9f538069c68dee3a77bdb3ecbb2a99c54df9,d205e439b94b6a9a01fd4e16d46aae79,2299a0c798aa94dfd795a9c22a03e1ad,219,71
2761,30322,1715376687.411007,36,30324,1445,7.856859,2bf164f46efcda622317cc97aa6791e2f0718d7e3f787c4393a8b958522a1cc8,b95d2f8bd20154bfcb0381c26f309585,fc10600b7c6ed27d6c2714d7c4ec7cd1,159,163
2762,30334,1715376763.238563,33,30336,3600,7.948887,af9602af45d493a3d3645e0e48c3dd8a401a987c24f64431d58413487902b111,3138c94e25bb05424a394ad378602f33,e806d3c343bb7e9b5de20a60f218de95,203,215
2764,30354,1715376785.273189,12,30356,4148,7.957675,02f817982cf24a36cda5a1a695ac81bd08b9030bdd702796f5ba716f1181408c,e83fe1ffa3d714a4fe798c1eb067d26a,4bc731e32d4acbdb49a87ea4eefa3aab,209,25
2765,30364,1715377268.559886,27,30366,1665,7.893977,a304fdbae8612094658fb310cda1facef0113be49716dc81e0ad51bdcc68c6d8,48bbde164a957e0adb29f0bbc3f1e44d,cb60a0259193569b590784acff40fc9b,63,143
2766,30374,1715377342.460584,4,30376,3561,7.954362,8c2ed5805a59dd57086d32096a77de4fc754898f2fa4ea78237a82e11adf3b26,c7baf653f305d6c9532f8abbf66a9b47,f258469952d4507d17280d906a74a01c,124,142
2773,30445,1715377687.162226,24,30447,2139,7.931098,c8f3463c573492fd0999f9070010bf12888893f5efa13f327f15a978cc1476d3,52443345aef0da7c981bce1e7291336e,26cd132532124b32dd6aaaf60bd6959d,122,114
2776,30479,1715377829.074013,32,30481,1760,7.887871,10590bc97e375d5e4ca7d7c83669dc05e38bd6bd213e851f1b921a410f1bf8ca,4cb046de9478a3af27208c8097a6dcc6,ec4fb2c50a6f52b42686c53e4f39e2d8,99,101
2779,30511,1715378095.671053,23,30513,2150,7.912554,e9a0be2e6252173d7bb53bf9d8bef012603e877a11c79a22135c0940f2e89648,7090ee245216cf7e2cda2d2a5efe004c,8f00cd8d3df9dba4befb1bcd094ab57f,123,237
2783,30553,1715378344.338017,33,30555,4949,7.958173,835e7f85b16b931689cd76c0d2fe45c1097e978c71a2a9dee9cf750053967b42,f083641c49f823b9f6c5ff67155cd018,a5eb7fc3d0ec95680d1b96bc869115a0,114,208
2785,30573,1715378706.942063,13,30575,2759,7.927783,bfeb739e07ff264405e23640c11a2e1ae1f00ea6a924e8ec29d8cf407d5d5014,6e71d7f863bdb605dcbbd0f2479a7558,2bc6733205f3095613ad8a9be518ba75,220,178
2788,30603,1715378982.427216,24,30605,4293,7.962811,5e685e3680877301e40db0b9ecdc8c2a48157b13d1f6ec2510ba98170d8b8f7a,3f0a0f096b880a31e02f717859cf5c66,30fa68c366adde0da5a02d0b19166860,44,178
2792,30645,1715379302.56521,15,30647,3222,7.934802,ebaafd8218077fe680675cb20bf84f7fb50c50af78e5c8db8c453a28fab0c906,b69680eece0347ce6fd64cfe190d03b8,dd07ba84a174dd9fc05cc584543fc42d,139,175
2797,30699,1715379600.946439,6,30701,2953,7.942331,1005d2e7a71ce31e428233b2ce842fd42227e1eacfb267c875b8e9993c34d2c3,70dcccab5c712175a887ae446f735cc1,1b05ec67fc28286c539b2207ecf3c60d,200,106
2798,30709,1715379666.480249,3,30711,1366,7.866482,da3bfad757c2cc5240e06b30a7facdbe184debda51026edb56b6b59b16009195,890cf6c813e9ab30954b9bb790d99e58,7f43558ddc4911d8e241fc025d6ad00c,165,145
2801,30739,1715379820.879099,18,30741,4539,7.966632,92543459782f86895887ee94293a628f8c50fb8b8c42e9d623fa298c14de2c42,ac1c26ac8879a636e7ff5c1fae3caaec,d2b4f6ca192d097988f8b1f5e2b2c6f2,227,243
2804,30771,1715380060.304581,12,30773,5562,7.965956,d25e31e3614374df7b71a3227ff4ca3c5bb27d0a9752d322ff79b6fc11e850f5,f0a27ff6890c841c0046c882453f5b67,a80737fd68531ce7a4b9c2796a826255,84,224
2806,30797,1715380237.67528,22,30799,2871,7.943208,148e128ef9889cad480791a0837e235df71a8cd3425128f89c9e28e88faa890e,672571effbf8f6b605686b82ffde3923,6ff3a04078a25269220a78fad49d7161,174,168
2807,30807,1715380253.771955,33,30809,5702,7.970423,e70e4f79773ad6933db029086d67c1f9be632844c737672ced463058b26b436b,2f0c73b9f68459ee4e61640f63398dc6,6e82ca9f1d8718ecc3d4a7d1b400910c,27,145
2815,30893,1715380813.817868,20,30895,1978,7.910131,53e3a12ff2c070199efe481f85d7da1d55cd2750430d8a3f51b7c7f5855d9f06,0ad7997f2b0e206b20eeace28c5d4ad1,0524636b796bc01cbb3b7764cfbeeb8e,183,101
2817,30913,1715380894.6607,3,30915,3187,7.949576,cf96c24cb2938986665ef2f4327935d197b5385efdab97973f13d956103fd9cd,3ccc7cd911274394a904ce773c6f9ed2,8eaa41b7595921b6ca9b502a8686a2ac,27,167
2824,30992,1715381286.467434,17,30994,5374,7.970405,cc87660ed0c40ab1f968d9cab2068078988bda4c858e4a78ef9a90078f3872a2,d6660ada5f86acdc6f616f3b634fa2e1,3dad18106d397d70589446dcf0c72f1d,147,199
2826,31012,1715381313.322958,35,31014,1968,7.9096,a0e47d0fb73b743a9a17642928d729105026f61f61db703e7124f8b3c462984a,fbdbd808605f2450c8e57ee0200d648e,885595ce00bcfdbcfe0418cd8576f27b,219,215
2828,31034,1715381437.671988,8,31036,4396,7.955641,5b183f95f66fcf3cd79e82d46d9cd94de78b25a0ceccbdd327ee5bb8780105af,2827261997c29ec32232fbcc99c0311d,1b373a6646dbc2c58e4e81bc08e8f7fd,143,239
2830,31054,1715381456.444974,31,31056,4232,7.954464,a19376f5584cf4225f21758097a1ce66052e32233140cd3bca20c2458b167c5f,c9b5df7a5bfb6b2ecf0abfc4bcfe610b,b879a549799bffe879ee5e826d6527eb,213,189
2833,31086,1715381612.446029,27,31088,2237,7.923353,b6de695225750dbb26d456d9e11a9e33b87ee77a3cdae88a9025c55a39cf3bc5,3ed22d51c9185c23d991d0d3b17d6d92,f5823f36c08404533fb332cc4f42fb81,220,226
2835,31114,1715381973.325655,5,31116,1314,7.853093,9bc41e831c0705d6e8e8304aa215741cd74e2d87fca5ae044c4cd95df3ed376d,2b2b4fb24c288c80f8587b3e2fdcce77,18a4a820f3a19c4274cd30b93b5cc87c,160,0
2843,31202,1715382387.252173,19,31204,1565,7.884536,7881d63040771825635ef7d327c5e35e8f597a6d4ab1d696ff3378567a9c1a35,3598773b12ca066a3e6c04c3d52a66b9,cc2ec915fa2400f46b2c7b2e8b61dd5f,18,30
2848,31254,1715382662.595437,12,31256,3524,7.941633,9776c1974f5df036490ec3dc9d711dba97d4366539bc949d4a33b4932cbe93f9,f86ff8802280d4b2af54aa18a873ab05,22ece6f36a3d7d0f41c31d9584a97dca,141,5
2849,31267,1715382819.281095,22,31269,4435,7.962107,5e08095ef3afebaff7ff55613d97b94d9ddb13ad07b35eb17e91b1d1329da563,ecb113270eb0a626650fc43505bc465b,ca47d13d10e05ecb2e6d4b8aece14525,51,15
2853,31312,1715383170.095189,39,31314,4696,7.964686,59574c6e4add6038d8c11dd2fee983fe06e5518ba9a776cc0eff704e806c37d5,18377565b124aa53e9c09122c6ba8329,3866a9a03f6df48ebf24c85183c51c74,115,11
2857,31354,1715383408.42708,27,31356,1361,7.854306,5bc64423bdf1813f38dba2a2130b9207bb3c4299a0066788eb1493dbda8c72ed,7f005bccbff59624fa1825d9b21c8a37,6aafd32a361386f12960f744a1e492bf,106,124
2858,31364,1715383428.907461,5,31366,4847,7.960081,defedf8916533d8bef9b851c111b397e68b0381016811364f920ab23d4a3ee5e,13aed8090e222783babaf6a9496a295f,5dd40c872406c25b53486499b9617399,136,250
2859,31374,1715383497.236787,27,31376,2545,7.919492,ea9b08ba88eb9c085298099d6439b69fe0211f8e8043b8e6961b32be4beddd05,16a52de455267e567092e80c35b89fda,3a38993b18714b3e5db890411e4296a4,149,17
2860,31388,1715383575.363993,12,31390,3684,7.945213,cde07549302dcca8074632e0355fe1e9a4e7556bdb3b3dd2521d6c5b79232072,50956819b09ee717dad19d254d41513c,a6ab953da56efea89ad7333ca4871850,155,139
2865,31440,1715383974.375259,15,31442,5559,7.972826,b52582bb16841ba5e0ee9745d27b9e66ca52bf72485c07fe83da705f57c1ab40,8935a68d7adf38e2b71941934676c10a,c3388c081e020e6d903364498b9eee31,68,170
2866,31450,1715383988.094496,33,31452,3221,7.944615,f7a7923dc2c7d4a95c891833436e26214f711c466f2a386af210db5ca60d56d1,452de2b9d06d27588f7e7bdb68d9337c,3dccc84cd20eb0564a73d4c6b94db4e7,155,225
2867,31462,1715384084.319603,9,31464,1936,7.905646,16b8ff2a225e62535ac210195e6b40c3199ddf21fd2ad5d5208cd357e6a1e4eb,8511ab45edf98ba6a3ddb6a3883ee386,70a7671c3221659b2b72fdb419a0ed20,180,150
2870,31495,1715384462.120148,23,31497,5580,7.962999,175a075213728a9bc7e592e47a1e226ef0517d5600ce933977fded591cbc6e8b,98079a5ab97bf6404bc9b959e86c8e11,f1e41f6e16e76f52463cd3c1c27e8135,67,143
2871,31505,1715384563.236637,32,31507,5612,7.967594,ff7c276257b5eda7dbf215305cf90fa34114e44ae140030c37cee73706d12ead,423d724dc7cdd55c4cdb5f826a8b0602,082fdf9e4f1b47f77d8f0248f6ac99d8,241,193
2874,31537,1715384858.466073,26,31539,3713,7.955355,ab0a6267dc184e10866334db4f41d88de8c44f5f707ad71009466234a00d3750,137b4e19c8a6156aaa7018605159e629,be3f9974f3c4658eb8172b5a2fc51732,236,154
2875,31549,1715384941.258447,33,31551,2519,7.930428,560eaf79d324f960b7124ac622745bc24d32b990b9d21ced8bd4a2b56ccacacc,4b53a625c7244a4ee68c115101d12661,78684e42a57e67a8f1cd0029e9137c24,241,241
2880,31605,1715385299.510775,13,31607,5297,7.963721,611c54f83e81a8389a97470a5abbda4466cd36ee20ca979e78058b61b8755f1e,850226175f789028da1f693ac0a1f2ad,03756a7cd5f78f9f72e7f595bd866b99,78,78
2885,31655,1715385632.508134,10,31657,4795,7.964411,c02abd0d1245f196657b142bbd93688d2d96fc774fbff30dfab6bee283ec122d,abe10d93a90dcdd2b395a0a63b14b368,d46c1010dcb7acbc181505695ec65b0d,134,152
2886,31669,1715385687.987667,15,31671,4495,7.962666,df2155a049f6a516d92335f2043b7d160b4ca32f9dcfda98d95a0f8fb91ac72a,6839711d77701788741c2b96f0504a7c,903fd7671201aae6098847ced2dbc8e1,193,57
2888,31691,1715385795.826294,31,31693,4484,7.954546,5f77ae5d7a66f2be999f61fd30201e5898bfda9497accfa2b6fd8bc16d791f20,637baad5c556ad6697dc8e6eed5f1d18,bdf8c2ab5e9dff74472354cc715818db,111,183
2894,31751,1715386385.29711,6,31753,1642,7.874405,1c6163d85551fc6309043081034f0cfcf9b88de811f8ac56f91ffff20fadfef9,af11d8c9e82f24ed50dcb8e9c9f7d068,8890979b645a2e2048203fca6b005d8a,26,106
2895,31761,1715386404.434274,16,31763,4989,7.964855,9002e34c2162a2ad76b2a59017c155f8cc0c0b93993d45805dc5d1314408d270,535c01824f7b0e71825a4f9cdc45f3a0,be117cfb7eddbcec18eb4c8e23f47fb7,9,37
2896,31771,1715386512.964118,17,31773,4877,7.965287,f61112d229815f4a3d4d25f96fa5fe41bcc66dc984e34166e1a481d5968349a7,51c26b2ea292df05d3f825c1b1a51d4d,9d94ba688d7c19189b7566413fbbe076,42,244
2900,31813,1715386665.621635,26,31815,1979,7.8908,cb23c9f854bedb6880b334aa462e6bb990d57da6da98cdd3e94befa3e9aac8b3,c829d3aad3e2554370ea710d26e3762a,50e1b796d73eda8b41f94f345783f6f4,25,25
2903,31845,1715386750.678155,35,31847,1353,7.848504,22572371faf41757245eb47efab2193ade2b2342eb857880828707e32c59001b,ac38b90a30df66d9cdaf5d77436ad5b6,8493568780e0100d0d6d34f67e5bb6c3,196,252
2904,31855,1715386791.39338,15,31857,2455,7.927242,38196ff7a2c5aa9b8137385bc8f4df7397c88a6c5b4615526d8f2b671a1bd88f,c5afa52663351aafad05272f60e6bfaf,6c2320274418d84548aec89e37edef32,204,2
2907,31885,1715386841.738347,33,31887,4191,7.952251,eee61b04562c5c0bf6c6a25f7776acd13710f985b46377fdb6a7f14054ce3bf6,965f36bd57cfdcddf92cf8659e8d9251,99553ffb05638e98c3b439ef816900eb,106,136
2911,31929,1715387213.712898,39,31931,4575,7.959662,1bbef47a9fc5bf1e2c2d2a20511fae8fae481cc74e665fa735c391a6aee64263,a9a6a47d55ce5d5b9495533d43c4ec37,a365032d520feec2796b17bf72d5187d,171,53
2912,31939,1715387264.53282,23,31941,3114,7.937621,dcbd5ede02ead1852a46528efae171c5fc3c6a399894e4cde4df09bb1d8bd69a,d1940cb0bb8b621b4027037bfa570588,bb5d10a45e5f1eb3826e977d01822ed8,37,93
2914,31959,1715387341.106652,19,31961,2051,7.903917,ab3edb864dd90e58ed01d280a4318696c801d1aeed310800d2c9d1ec53644268,32ecf7290d0c3d4d96eb8c254db71299,3b7c2989ca09278ce9ca2c50bb67443c,228,254
2915,31969,1715387428.8011,6,31971,5289,7.962888,fdf03c31202fc9b7a1ed23941875e6bf208779a1d96926050b1f8d0f8538ff63,5333226ae48f9ca7e0b8de6511b23d69,2eb185879052075a3e8c21221950066a,6,10
2916,31979,1715387437.724609,24,31981,3284,7.944495,59e2c4000a0422fb54c9d09e0acdf854afdcdebd760fda564609767dc8fb146d,c01bb67b6a97df1b61b216f213d1d2a1,5b72b124bcbfe32e34c3c3822ee04f38,79,199
2917,31991,1715387512.94535,18,31993,5229,7.968111,72fce92d64a15164b3d18351f572aa5437632562b3f3525906b4accbc39a10ed,b7d20dcdd6e9c3dafb53b108606982bb,3ae3d1d667a4ad01d8a6cb15b55386ca,56,144
2918,32001,1715387543.135763,10,32003,5721,7.964105,b38c7ceff89be1091c21f3a401395771871e8df1eb27b7b4c7f2234578b1d651,1c09a3c4c1cbb1fd6e2e199db3a87b9c,c580af28efe18550f622256364a11b77,49,105
2923,32059,1715388305.800603,17,32061,3740,7.953576,a6a55d0d97f7461ebb55ffaa219cf395e8e89401ec186f025d8cddc75395dbb9,1bfcbfe9d5c5cb433c2658cad8fe4904,40975f8845179323e928d2bfb2d4a85b,3,51
2926,32091,1715388708.902035,28,32093,5324,7.963155,89f48e0cfa44aea4dc810aa12d99fb8d55ad522643a9d860dc7c7f6f7289c79a,fd59be056d965007b08a9e88e6b17497,610d66d77215680de19b037534e3a7f7,84,194
2930,32137,1715388954.249901,9,32139,1727,7.911902,21170e422f73765ad546bd6f91a6034a64842b5b481378447a43c84eb7531f20,72d6b33e83bdcf733eb3cda72a77a23b,312becfe053d5f8a6df55e887c41eb71,14,56
2932,32159,1715389074.057659,3,32161,2727,7.935736,952d4e529e1a9ab0ab238745926ca8c1cb8aee9e9cdd2d627271fb422b08e4c0,3d3e63dbb35d90787e2f9b2bc7cc0eee,affb864caef2342209242e7776049bac,74,74
2937,32211,1715389151.127481,3,32213,4770,7.960846,02ac2c9a3ccd1629f9c3386414c07de43aeb09a13047f2946ddc7b6d2e1a5fe5,e7e00c56a9eab6508541caf033d5ac47,4c9fc902a8d00447c36b45d9324d516f,24,158
2938,32221,1715389218.989044,15,32223,5229,7.969482,d1643b3233d69d737a140a064d98863ea5788dec39b682eb822b8bd1f11cc268,e08cb7f3a13bd237fff43f17c45a6c66,d40828712b1cd1381f6cb29be31d41e3,203,25
2940,32241,1715389269.425648,13,32243,2327,7.922767,88813bc77f65f75d96992eaebf32fe757831559b80b374cc505a069fd641dad7,256e44c09dde21719044e22c713d66c6,dd0e3a1e8fbdccfc83b02bdf9cf27575,49,93
2941,32251,1715389336.618904,28,32253,2227,7.932947,81a5a252b82420a9ef1b7c52cc095f324aab93bec5f28b2ab6df8bdb2391edbd,d71629182cf0ca4a1a1941075a85e09f,edfca362576aae3e2dfbb71974ef4ce1,84,198
2942,32261,1715389418.828626,26,32263,2226,7.925201,9a9daf79ad232db342ebbe23e1fdf4a10c7144171a882e601aeb1933545b96ac,acb63bb65e8815ede52e454d9bb01fb9,14e4e89d49c78ffccef37d96ec482380,69,153
2943,32271,1715389461.110047,8,32273,5332,7.966151,8959203debd33e65cfbc33bf8bc5b25e337720fd6e9dda1a78f8c92a8c914e5f,284d4713f12a832e6522f7b69551f120,aa98cdfbb70d1b5a059135fd2b5cf0e8,48,136
2951,32351,1715389865.158083,35,32353,2831,7.934107,d21333884e7748af32dd08982a7d2497aa5d22544dd5c3f255d03c8e017c7b82,409a6a9c6b0835dcaa6424c4db87cda1,c17818a6c3d72897e075db26f3363957,203,141
2954,32381,1715390078.411708,29,32383,4214,7.957977,b7670919fae3fd3e8f82221e516818d3bf3a45f2ea90f58f2007b9628492b94a,2e58c46e81a5999d593019e8d5d68780,8a4e4ab0b4b4c82c4eab2095d0d49770,212,64
2957,32411,1715390458.527059,1,32413,5061,7.959841,6dd1a35f325b60c1437e22395240f60955a8842e60b1a8b03beb5aeb34623fe7,e8216f21ad3727e2157e0bf9eb23ca3f,9d703380e7b00101bce2bbf61cb74df2,116,18
2958,32423,1715390578.339105,15,32425,5519,7.969488,664f8bcf726a5266af26d4538e7f790e591687168370b2982ee00d09b72af11f,22896408c6c22bd77cee29e896fca1cb,1f6fd004abba069aba8717d032394099,254,162
2959,32441,1715390814.032348,11,32443,3503,7.9433,d35bcb08fd98573ea87ba3e28958f0ab4b1d1520db61831782c593ef3a8a2693,c661ec7458e6ac2f886c9262bd23e284,da331ab84c5b2668db020002ab5af855,235,233
2960,32455,1715391002.378762,29,32457,3536,7.949242,a23f377484cf84f7a859d7f33d29f74353e93dc15f0e8f31d570a2b512d6e48b,0c656127a7fb873313c0521a564cf395,093e519e267a877a203849e7c16e924f,17,29
2962,32475,1715391165.234709,28,32477,2322,7.932277,0401156fe0bb30c6777fd0ee8d2f6b9ab1406c83c503154938652657634742d2,e0b162749140fb6aad0ebb56aead5d02,b5e6f0be34f5cab32b3f3f2dbde1283f,247,249
2963,32485,1715391242.481794,29,32487,4304,7.959408,3e845c3f6f8393ac58fe53f3f50286b29c1487f4f61d9cd6fe180dc7d9b6282e,2f0c9d68808c39d4f06115aa5cdffeff,523558de17c95e9cbd2efebda874078e,113,33
2970,32559,1715391690.724302,35,32561,2038,7.914045,c07302fdb47dab3a5ebd5ac11d75dd139d4aa14e9118eeb8d56518d19a75b69e,c95abd18974c3d61e77c45b7eabead51,266ccfa415b6fcca6dd4d50a4a6690e9,174,102
2972,32575,1715391739.000202,11,32580,3121,7.941604,364c2d05c4dacede47af28e056ab7001ac0750703bc799fdc2be8da53c8f79a7,189d2fcb56167b438dd751a00f356599,d52702530ba55c6ff2a419d08df9f36f,218,120
2976,32624,1715392005.979495,22,32626,4724,7.96134,549d453d8d28f98e9c636d17f294b95ac8dc7d06f9a0ea6a149eae3c76d6ee4e,7674383f94c5e13a2f9d6d2f64d87b03,bacddb1922f61532b86fdefe046bd3fd,8,10
2978,32646,1715392298.900171,10,32648,1301,7.851194,eda7e7838efc84f9262fa6d42bda47b2e71d442f727460afc1b6d30f6c75e633,d0bdf12b93e6758fa8a54b4e2430ae90,8eb5ce39d070817926ba6deca0f1c6c6,184,200
2982,32688,1715392525.276296,6,32690,5239,7.963706,dda2c500e83d79525d1910b4a40e1f5d759c477bc3cab50416e59b73ab21c417,3dbbe7e3ec04b1d0e4eb03f05aaaae34,5e6d2db392d68d18ba3ccf298d756e1b,178,76
2983,32700,1715392674.077792,20,32702,1211,7.818762,1bdd5a896a3672d110bdff7fb3a665e881c5c9ac1f656bbe85af118812dabd91,8eb55cdda3ba6a8447fc53025b51e138,a589394c214d53e8de57dfd6c638dc33,247,237
2985,32720,1715392713.982522,23,32722,5323,7.964314,e23995aa0f90877c69ba00812b7b8112718c4f11d30f35df72cb4096d510d122,0408284876941d601fc8881c5fcbd036,b1ead03c5a1c97712de32ee5cb95782e,90,104
2986,32732,1715392724.192181,21,32734,2925,7.919535,5b5439bfd5f13f62c15addf3ba991484a99006ad3c09575dd41c7cb5b3586ed2,ba60bb9893ed20bc2e819c84220d5369,ce4ddb787aa1c8011e13244834aefa73,93,75
2987,32742,1715392735.316551,29,32744,1919,7.894019,4fd7a180842cf8518e669da60c589cdd3394ac7a10c946358447358e00496d21,1c42e75275b9e92f5a1bf157b90c5fdf,6bd9c49c9064fa4decd086bf779cea3a,159,5
2993,32804,1715393055.187247,39,32806,5511,7.97153,2f6e78852d4c7f6cf855f7de4b33d0bb0399677e991f024e67f275788c0591ba,f6a647e6cddb98f8d61dd105d980fcfa,e52c530b4edbd3c3b114c973c0cdb1e2,34,148
2995,32826,1715393130.599336,13,32828,5051,7.963841,48ad4e305d66d9b7d93f0a63119bbb9ddd1a087f60042754cd5c0bd968cc1ea2,608c0ef79e7df6ebe7b87f6710add4e4,4d20042ac5826415db27cdea7b6af46d,242,146
2996,32836,1715393136.020156,39,32838,2549,7.929145,b23cc317b0c0d0338626899d92dfa5bbe9b116b0d3e2edeb693f5d88f7cc9edf,71b7f75522b76a35c398dafd89249b42,43fdd348447726f49cc2839eb52427c0,179,119
3000,32880,1715393414.901099,17,32882,1631,7.90628,69709cf75d79a014d357e95c9ce9cb4993ab5888d027401fcd35e82d8de23154,e3bfe12979f68c59f6a7129590b8af82,71edf15cfde6bf9d7db0d4efc78e59f3,185,185
3001,32890,1715393434.615782,5,32892,2780,7.926758,f41a8a1c11a0a9a0a180dd75237d25b56d7a64301d869fa6ab1f3ab5ee8109a7,bff6713618224be3e40d597d606bcadd,19a26ee95927c9d489f680e218eefde2,207,73
3003,32910,1715393663.364818,2,32912,1674,7.872362,b3510dc339dfe5b4a49a12b5f7f6bd95fa3b09bf5f7d12a80e78e1fb413767ef,3bcb613a9784473dee5dd2023acd9441,fa0e9bcca32dc917420529749ecb28af,8,188
3004,32924,1715393820.066223,24,32926,3060,7.943178,da2020c46723b28d45973bf9b3be4f4618dbfbb6414080851252ae2399d7302a,c4ff3b05593283c49f2f2321719038c0,bc9d379687465857ef0509a77d376d21,23,77
3007,32958,1715394044.557837,7,32960,5392,7.96458,9dc346e78f0854d4a88ace525b35c8ea9c9d06ff9dc11f655f65bde1f3a4d6d1,3f85cb419f9a1c6d2c20b007138201d9,a87efaf3dd7dae829e68e10f56c3e217,224,84
3008,32968,1715394045.255507,23,32970,1692,7.891565,b5c3b45a43956faa2c571f4a148fdb0f9ebdf367b1ef49d753ee4dfba3ac96e8,36e0d32c79416b537eb42940a37aeb89,b8f21d3a754ce6f4581b060f5a17316e,141,211
3009,32978,1715394177.25605,26,32980,3342,7.944059,bf9dc3f07a1aa4c0fb36065ad4118e63e7a3d0b65761d8e10a58934c327375b6,0bec4fde74b128524c087885a7cfa459,5a2e9511e991add7018f4f4dc65366c2,19,73
3010,32994,1715394348.415696,29,32996,4350,7.954405,35a31a2d38b9dc39b3bcd8ca940d97ad0004e465866ab449714e3febd7f0d8ac,7a4049b43d3c4df6217e68b737bc7323,64bebc4d18c1b2ba55fb446ab5a53589,113,1
3011,33008,1715394890.182343,36,33010,2710,7.922131,2c0db42178e1a064fad5a520a3eebf0043eeaf212b450536a767d729cf6aba71,323182af650baa8090b8fc019464ab50,55c3d278435c191e08c7df886d67ab3b,204,212
3012,33020,1715394992.231701,26,33022,4626,7.960484,3d4e8be7e9e748b66c314a61063e65ba60c662efd8d06778f3232c11f6780338,067fcc2581fb1a23c796e6e2f15012f1,d2d77973ab4b7278faf86f293a71c61e,242,36
3013,33030,1715395012.006474,32,33032,3850,7.951992,af90394cdd538939bdb46a91f4f83e8b54d1a62bf13d035dc55e0ef722928a3d,1801099d5bdbc61662be221664cfa5f3,b9a954e398f72d258c5b913fd6b03ce1,143,225
3015,33052,1715395188.229753,31,33054,3817,7.951153,70697be98b3c1fdadce736b2d12ccdb174aead843a63d045ee8e130bdb7a468e,2a76e1de5fb01e3f8ecb1cf8b2073ac4,28deef6f0ecc5eb630baaf8163b7cbd7,247,91
3016,33062,1715395227.293228,26,33064,1288,7.845719,4f6d3b2a96581df30b005d369c27187cedf06ce8b40b8beae249b2ca22f98cfe,34743c8c4768a77bd62b7063b963b13e,abaeafddad4ef4147f30d33f5b6a0464,214,224
3017,33072,1715395245.210651,7,33074,4521,7.956216,28eaace24b78e23bbb6e4dacb21784fdf9ac6d89627c59c8653559d40f751fd0,741d4da36dbafe5224eb7ac777e338fb,c402eab4f2c364a5e653b94afd2e9681,192,176
3019,33094,1715395346.563131,26,33096,3481,7.947473,6ca2760740433e53a1926cca45660fa108f2e60f3b99701fc5104f0a3b74c7dc,b3d6eceb5a7e796a6cc55a187a8f20fa,394d812775fea5d91dd8bc8bbeff101e,127,83
3027,33183,1715396043.251251,30,33185,2171,7.924907,53c41e4265b5d90f6e45b45ce37448dd556fc96e88aa94441d587b2fc07524fe,1e4e58afb81c619eab29d9027c335857,7c2799bfc945b01e785c74f50f09505f,188,136
3028,33193,1715396068.385243,4,33195,1480,7.871212,be266ea9463a6b3c289e499bfb17436aaa46937897bb7793cdb6fcba9c701e2a,cf1feced0d5ac9cc934ce50e9cdd7983,2e7e5d9b5a04ea5709c079468aa12689,162,64
3029,33203,1715396083.311496,21,33205,5497,7.967352,967499f696b8f35f610c4dfd4c68fdfb09ecb384c698eb43cb90bf8ee49d9360,240bc07fb4b1bce7f2f56e7f1c742714,0e0d0de1148bc53901dc1d648eca7c50,248,186
3032,33235,1715396295.760937,22,33237,5430,7.962722,a3d65b42b70d46bc446fd738453df617e547e559ef0a9330f41c5e3e82b7e388,d08810cf4300749965ff7036d8eb6394,07e5ee8bc6b36e121a3afd9c175acdde,190,144
3035,33267,1715396628.489535,6,33269,2101,7.900132,2bb7228482f735cf2b529833a038509ed2c82d30fd07f1b08f440060bdfbcdcb,a22bdb6348d57a346123ef90fd186489,52c5952cc1f8fd835a0af6bb22009151,228,22
3039,33312,1715396879.611191,32,33314,3684,7.953981,e00a7580af56e16e8e5b668f143de8d5cfe80e3f5623b3ea016f7b8dba855777,a5b33978bf2603e4d3e691f8c4166488,d4e7694a150e9313af980477e54ec9b7,67,69
3042,33342,1715397077.206349,19,33344,1362,7.866038,2a0fee1c813c0ba95bf7c98063bffd33e61f86e3bd63822e7b1e0f6b121099a9,2196aa34c4b41efe98bdf41fa49363e4,18b9d77a021ec8a71a098eeec7d4b507,111,243
3043,33354,1715397160.327581,13,33356,4490,7.959575,9c199aad8e66b52f17bb23180d77b8f46aab57a137f4ecd45aac27a1226876ad,0ef0f1c5c7ba7380297300135b4011b8,3dd0a6271e4da5bc3fe24e6ee66736b2,246,184
3045,33374,1715397402.980539,39,33376,2974,7.934327,17e2563c0d4c56750e3d4d8bf15c0c14b83e741b000d9dc08a533517162bd1e2,d8b5e856c8e524948a60ea5146925acb,baa385d72a989d5722ebee9656fbfc6c,104,8
3047,33396,1715397538.4273,3,33398,1793,7.873533,d51faca7e55d02916f902dd7e9c6f0c07f7e7e30c0796b9fe13b582b2adea4ca,a958987a6e1ecd0117535cfe7a54318a,1e223381961696f7dd7fb2954405aae1,136,0
3048,33408,1715397569.916225,27,33410,1702,7.882292,450ac1a79456a206c4544ad7146a506c1f2031efeca58a0f345914a824326b81,1816f37d4bb09a355e76a329eab29862,e64d9e120a839461bfe7611a4018cdbc,152,138
